index,prompt,evaluation_seed,coco_id
25924,A man that is standing on a skateboard in the street.,33558,15067
26519,A toddler eating food with a bib on the table. ,75072,12153
8040,a train on a train track with trees in the background,45048,532580
21154,Group of snowboarders on a snowy trail overlooking a mountain. ,97106,352681
14478,A man without a shirt tossing a frisbee into a brown trash can.,96278,12081
29287,People in a grocery story that sells fruit and drinks.,2567,125936
23390,A horse running on a dirt road in the open.,54988,449274
13492,An old red fire truck parked at a car show with on lookers.,40964,50238
9786,A stop sign is mounted upside-down on it's post. ,56313,724
24605,A BEAR CUB IS PLAYING WITH A LOG IN THE WATER,64096,307209
1724,a white plane is going low to make a landing,96373,42147
6294,a few birds eating stuff off the ground,41634,123585
21230,A horse is attached to a carriage. ,70976,353807
27781,A three-tier wedding cake with a tree decoration.,32516,314331
17961,Darth Vader holding a plastic light saber in an airport while a kid stands in the background with a real lightsaber.,27743,178746
26711,A man wearing work gloves standing in front of a fence beside a small cactus garden.,44441,502818
2141,Two motorcycle riders leaving out on a ride. ,58066,525021
6514,There is a tall tower connected to a building.,18945,521549
9891,A giraffe walking across a lush green field.,33801,121260
7261,A photo of a busy city with cranes and a train and bridge,64855,318550
23067,A woman running through a city while carrying a Frisbee.,53012,349822
27542,A plate topped with three hot dogs on top of a table.,84764,29675
23603,Boys on a sports field trying to catch the same frisbee.,71906,240033
1846,Two motorcycles parked in a grassy area next to a tree.,43134,153083
1517,A blue motorcycle parked on a sidewalk next to a street.,55811,578099
26560,A snowboarder with goggles stands still on the slope.,24101,505242
10288,Two giraffe snuggling each other's neck on a field.,73542,202438
18766,A man sitting at a table with lots of items on it.,45528,120099
1305,A silver motorcycle with many lights parked on the street.,58116,355221
12939,The green traffic signals are near two parked vehicles. ,64539,555066
14521,A gray and white cat sitting on top of a table.,22444,388658
21906,A young man holding a bunch of green bananas inside of  a store.,16374,148549
18694,Many brown cows are seen walking in a grassy field.,60811,404801
5689,A bottle of wine sitting on top of a table next to a glass of wine.,11909,111032
19498,A pink boat at a dock with brick buildings in the background.,53418,574946
160,A glass bowl filled with oranges on a table.,72208,192871
3845,a pointed clock tower of an investment building,57687,445537
13042,a red stop sign is hanging on a pole,34748,402313
5281,"On a TV screen, a dog is lying on the floor in front of a large picture with a dog's head on it.",67172,490869
26065,a table that has a bunch of bananas on it,81729,375198
11834,A bench outside against a wall with several flower pots in front of it.,10743,220819
5864,"A white bathroom with a sink, towels and tub.",39857,121215
22914,A man in a wet suit on a board being pulled,98631,463884
27524,An uneaten traditional pizza served at a table.,26379,409239
18141,a tow truck pulling a white card down the road ,46745,54088
6300,a person standing next to a school bus ,32874,436350
23070,A man riding a snowboard down a snow covered slope.,3189,350668
11602,A locomotive crossing on a street with the arm down to stop traffic as the train is passing through.,1544,300303
3637,A group of motorcyclists stay in a group in traffic.,27934,270175
18585,Empty chairs are covered by umbrellas on a beach.,62175,353446
12407,A traffic sign is displayed on a freeway.,85701,328098
24796,The plate with many compartments has two orange bowls with food in them.,9124,148830
10651,A train traveling past a brick wall near a tank.,95979,509404
24285,a group of people are with a horse in a stable,59554,481582
16225,A large boat with people on the back in the water.,86050,113860
26307,A female surfer rides the waves in the ocean.,88448,535536
1711,A police officer rides a motorcycle next to a beach.,42405,155270
14157,A man sitting in a chair under an umbrella next to a railroad crossing.,21806,343963
5870,A long haired cat lounging on top of a car.,40824,559776
12209,A flock of birds walking along a beach near water.,55108,230056
27124,A  group of people playing football on a field,51421,170292
26850,A pizza sitting on top of a white plate on a wooden table.,51225,448897
12419,The small bird is standing on the back of a metallic chair. ,99831,362023
2804,A black and white photograph of something I cannot quite make out. ,66329,404462
14234,A beach on a sunny day with a bunch of people on it.,2879,513016
25542,A man stretching out yelling while catching a Frisbee.,80435,562261
23858,Boy running around bases with boy looking other way ,6942,58006
3662,there is a female surfer that is riding a small wave ,95071,117584
4091,a kitchen with white counter tops and cabinets.,44525,389624
19176,A little girl that is standing with an umbrella.,19036,408120
28856,Two an a half donuts on white plates.,30406,574415
22401,There is a bear crawling out of a leaf cover,36229,287219
17372,A group of bikers riding down a street in traffic.,33175,508985
21459,A small brown hamster sleeping inside of it's cage.,77494,354606
24734,A man on skis posing for a photo.,18252,10142
14400,Two boats floating on top of a river next to a  rock mountain,10747,50952
26960,A display case with a single doughnut on each tray,48968,321846
23960,The young man is practicing his tricks on his skateboard. ,75694,113989
13403,An elephant is walking around its kept quarters on display.,2559,83013
20430,LOTS OF PEOPLE AND VEHICLES ON A BUSY CITY STREET,59747,553912
17462,A man wearing a Tour de France t-shirt stands beside a statue of a cow.,72227,386718
15005,A parking meter sitting in front of a brick building.,9351,162366
12205,a hydrant at the street well closed with chains,83844,19079
13558,Yellow utility truck parked inside a warehouse by itself. ,82524,346006
10675,A large building with a clock on it's face and a bird statue on top.,74524,376767
22614,A little girl drinking from her cup with orange slices in front of her.,19077,270609
29410,A man preparing a pizza inside of a kitchen.,59340,54683
27046,A man on the beach walking towards a volleyball court.,78913,434873
5358,A room with a large cabinet filled with white towels.,51439,370818
17847,A group of people with one person holding up a huge different color umbrella. ,84358,441543
13697,A parking meter sitting on a sidewalk next to a parked red car.,4148,418435
25077,A man catching a frisbee while standing in a park.,48266,200770
24612,A young man riding skis down the side of a snow covered slope.,77412,508119
5503,Inside of a bathroom with an incomplete toilet and bathtub.,44266,568150
22927,Man preforming a trick with a disk toy.,26635,9378
26240,An overhead shot of an attractive living room with large windows.,81831,384625
2664,A large two level bus near a tall structure.,36346,411201
24027,a lady that is on some skies on some snow,23115,41638
22533,Two zebra standing next to each other on a  hillside.,48642,51948
7917,A busy intersection in a city has many tall buildings and advertisements. ,6166,263177
11353,A long necked bird with long legs by a swampy marsh.,97537,436695
12414,A shopping center with parking lot along a busy street.,51884,234910
1071,A dump truck passing a gentleman on a bicycle loaded with wood benches.,22584,528962
10934,A giraffe in a dry savannah with dry shrubs,73334,275210
20483,A batch of very deformed looking carrots among a group of different types of vegetables.,82767,348854
29323,a tennis player serving the tennis ball to an opponent ,53937,562381
2452,A row of motorcycles parked together on a grass yard area with a house in the background.,49470,455716
10427,A blue street sign attached to a pole.,51403,309571
27608,A little girl sitting on a plastic elephant toy.,97395,419363
4260,A man is looking at his laptop screen reading live posts.,26389,118544
7479,A mother sheep and a baby sheep pictured here.,96731,207728
6953,Signs showing the intersection of two streets in a European country.,31234,398454
9874,A building and a road sign in front of a bridge,56284,137612
20242,A person walking and holding onto a skateboard.,95196,14041
16367,A train car has steps placed on the side of it.,94184,49075
15195,Boats are docked in the water near buildings on the shore.,985,175136
27328,A bedroom with a lamp and television on,7203,528956
8174,A group of ducks floating on top of a lake.,25597,558585
1947,A plane floating on top of a lake surrounded by mountains.,43917,205401
29771,A collection of hot dogs topped with a variety of toppings.,72063,244940
20360,A man riding skis across snow covered ground.,80756,50177
1169,A set of three wall mounted urinals with pictures of men on top of them.,19833,135117
4715,A woman walking a dog down a street.,73335,169800
16208,A brown dog walking across a grass covered field.,21339,123867
27335,There is one piece of cake on the plate.,12299,448600
25365,A group of palm trees with lots of bananas hanging from them.,67614,199319
2497,A toilet in a room with a broken wall.,13908,536683
16884,A steam train is traveling down the tracks. ,94085,434022
5738,a bunch of green bananas and some ripe bananas next to a coffee cup,7463,528176
22092,A plate topped with sliced up oranges full of juice.,65689,186929
8460,a couple of sheep walking across a grass covered field.,43017,59393
17949,Calm waters serve as a berth for banana boats.,68186,516414
5333,Petals gather along the edge of a pond in front of two park benches.,14960,381576
29278,A metal plate holding a pizza with cheese and vegetables.,5561,102978
18236,a large castle in front of a clear sky,50621,28002
6549,A city at night with people walking around.,49322,227049
29381,A man looking in the mirror brushing his teeth .,21292,503663
26456,A group of people riding surfboards in the ocean.,70003,147422
23326,A person is going down the mountain on skis.,26095,555197
22943,A group of skiers with a small child in the snow,69174,573667
29485,A man in white jacket rowing a yellow surfboard on water.,5562,161622
26668, A computer and miscellaneous items on a wooden desk,99642,114187
6100,A large passenger jet sits parked at an airport.,39930,270136
23282,Mouse on a couch looking at broccoli dubiously.,9865,283928
402,An older floor light sits deserted in an abandoned hospital.,30039,386613
26866,Bride and groom with knife cutting wedding cake.,21812,175785
27980,A closet filled with clothing next to a white bed.,39206,574250
4332,A person is taking a picture of a hotel bathroom.,59126,9772
16425,A group of people wading around a large body of water.,24573,29984
1569,A church with a stain glassed window of the virgin mary.,99977,481404
20124,The zebras are standing around and grazing in the pasture.,28222,54123
10735,Articulated bus and taxi in light traffic crossing an intersection.,81097,408840
19281,A black and white cat laying on top of a blue blanket.,65249,463669
5615,A herd of sheep grazing on a lush green hillside.,92068,92338
6151,Two people standing beside a motorcycle are kissing.,93556,261999
3324,A toddler playing with toy trains on a toilet.,80737,391774
4724,A white sink sitting under a bathroom mirror.,35993,49190
11275,A green bus with a smaller bus sitting on top of it.,35439,128051
23373,there are two brown bears that are playing together in the water,24064,127955
24960,A horse is standing next to a metal box.,43701,133571
21216,A yellow plate topped with bread and slices of fruit.,37681,21397
21417,a person jumping a jet ski in the air,29541,13031
21704,A man in yellow jacket skiing on a snowy trail.,3141,409117
9120,The long metro train is moving along an elevated track.,78282,400152
2416,A bathroom with a sink and toilet and dark hardwood floor. ,48655,353920
6797,An empty park bench covered in graffiti with an old homeless man sleeping on it.,46775,292622
24875,There is some tuna and a potato on a white plate. ,88169,347819
18643,A tractor truck painted in camouflage sitting on a field.,34379,186175
10396,a sunset over the water with birds in the air,26011,47898
20743,A mesh fruit bowl with oranges bananas and tomatoes,68465,254143
29593,A person on a court with a tennis racket.,77945,218017
16141,black teddy bear placed in front of mirror,16835,17769
7269,A red and white striped bus traveling past a store.,30417,173797
20172,Many apples and oranges are stacked near to each other.,45057,185599
12884,Two large birds walking through a field together. ,45580,91754
974,A cat sitting on the hood of a car.,91634,578632
10040,A coliseum near a large set of buildings at a traffic light.,366,298699
7722,A bird that is sitting on top of a tree.,4906,278306
13330,A cat walking across a wooden floor next to some chairs.,44754,479384
28758,A person playing with a WII controller for a video game,65769,347352
14417,A baby elephant standing in front of a brick building.,56759,431165
4936,Two people on motorcycles are at an intersection in a rural area.,69510,229317
23573,There is one slice of pizza left on the plate. ,14786,281924
23682,A man riding a skateboard down a street.,43941,496090
18943,A man standing next to a woman holding a tennis racquet.,86960,487607
26610,Three donuts in a box that is open and on a bike.,31782,234387
25244,A man holds a plate and walks through tall grass with his friend. ,26694,139163
12404,The birds are standing on the grass and dirt.,94995,505565
3134,A white toilet sitting next to a bath tub filled with paintings.,45007,342295
11925,A bunch of birds that are standing on a pier.,88526,398756
29964,Hotdogs in baskets with variety of toppings surrounding french fries in baskets on a table.,46359,381318
811,A man riding a motorcycle on a race track.,50370,511145
24866,A man riding a skateboard down the side of a ramp.,6143,543220
23203,The young man in the cap jumps up on a skateboard.,12102,72281
4359,A bike parked in the  middle of a sidewalk next to a street.,10951,275441
6555,A bus is driving down a road with cars behind it.,25745,24522
1597,"The bathroom has white and green tiles on the wall, and green tiles on the floor, along with a white porcelain toilette, and a white garden style tub with a shower hook up.",33809,114173
6106,A clean bathroom is seen in this image.,75117,193251
16540,a small kitten inside of a laptop on the floor,87027,399560
13154,Two cats on a toilet tank looking out a window together. ,76651,348720
23118,Multiple images are seen showing forest scenes and a small cottage.,1702,316240
25594,A man is coming down a ramp on a skateboard.  ,931,20410
27035,A couple of children sleeping in a bed together under a blanket.,73781,106793
23941,A guy playing with a disc on the beach.,98646,518182
2347,A photo of an old building with focus on the clock tower.,81866,218587
28653,A clock on the wall between benches and tables on a stone floor.,85568,47611
2064,"An orange, white and blue bus on a street.",53144,385346
656,A toilet that is decorated like a pink stuffed animal,44868,437392
5018,A cat laying in a green bowl on a wooden table.,38329,125850
24934,A man riding skis on the top of a sky slope.,18876,74832
2966,A dark picture of a toilet with a small roll of toilet paper on the back of the tank.,65698,507879
19829,"A meal of mashed potatoes, cheesy broccoli, and barbequed ribs. ",27383,176211
15236,A large brown dog laying inside of a car.,8029,454818
14374,A small girl petting a black and white kitty.,76981,508977
20523,Person on skis on a snow covered path.,1238,89293
4713,Two women and children are on a motorcycle.,1733,345160
22698,The bowl on the table is full of cut fruit.,61798,212533
16405,A close up shot of a cat looking at a computer.,42693,416663
12468,A train traveling past tall white buildings on train tracks.,16545,546659
9043,there are several street signs on the same pole,35411,294431
29839,A pizza sitting on top of a white plate.,56741,174091
28602,A metal table holding two donuts covered in sprinkles.,49837,533750
18138,a couple of boats are sitting in the water,2129,517570
9674,A cat curled up in a sunny spot on a table sleeping.,27067,323128
29011,A man holding a tennis racquet standing on a tennis court.,20371,459032
24957,A baseball player is getting ready to hit a pitch. ,52585,199122
10364,A picture of a train yard for passenger trains.,64432,556653
25870,A plate of food with rice and a banana on it.,79013,140797
24355,"A plate with a starch, vegetable and meat on it.",21728,395452
19739,A person cross country skiing on a road.,73226,520209
24230,A group of cops riding on the backs of motorcycles.,40772,208450
13144,a festival with entertainers on stilts walking around,97129,36361
1489,A kitchen filled with plants and lots of clutter.,35426,331268
6481,"a bicycle sits on its stand in the middle of a grassy, wooded area",82808,292819
3104,A black cat standing over a glass bowl.,77769,300732
19898,Two black bears standing next to each other.,34188,343571
149,An adorable cat attempts to hide in a purse to steal the persons identity.,62285,148272
22406,There is a plate of mushroom pizza on a table.,9605,207431
498,A group of bikers riding down the road together.,57957,419978
5112,A group of women standing next to each other in an office.,28674,96215
11591,A bird flying over a field with lots of grass.,88972,111590
10672,A cat laying on top of a wooden bench.,5645,46316
25217,A guy on a skateboard and pushing a stroller on the sidewalk.,23341,9941
29056,A deep dish pizza sitting on top of a white plate.,24368,24734
18602,A cat  sitting in front of a mirror with it's tail reflecting in a mirror.,49586,481398
15092,A filed full of cattle laying on lush green grass.,40991,346412
5595,A man and a woman looking at cell phones.,98142,483374
22871,A small herd of zebras enjoy a drink of water from the river. ,47287,323468
9125,A yellow train traveling down tracks surrounded by large bushes.,85532,80096
8687,A yellow school bus driving past a red brick building.,70045,399905
21467,"A white plate topped with oranges, cake, chocolate and nuts.",20145,298151
13012,A traffic light in South Venice with road signs,92459,82921
1592,A fighter jet is flying through a clear sky.,83021,255633
28095,A table topped with two plates of food.,85550,405192
5386,An empty modern kitchen is lit at night,73613,227952
10824,An open window with a bench next to it,40641,222811
15228,A little pit bull dog is sitting on a floor board of a car.,52868,537574
8041,The city worker is elevated in a machine attached to a truck.,73881,350505
27423,A tennis player prepares his swing by extending his arm up.,65621,128058
28234,A white paper topped with square slices of pizza.,15538,109445
23382,there is a mirror and several other things on this table,25161,282841
15972,A black sedan parked in the street with a building in a modern architectural style in the background.,56294,437859
29019,A hot dog with mustard is next to a bottle of soda.,8436,460929
2517,A man sitting on a bike holding a large dog on his knee with one are and guiding the bike with the other hand.,96779,221523
28574,People kneeling on their knees in the snow with snowboards.,30245,232241
5534,a small plane with a propellor sitting on a runway,77017,266502
4244,A metal sink with a cupboard of knives sitting on it. ,87881,19484
16212,A river filled with red boats floating on it.,53507,434192
13304,A group of boats are sitting on the water.,76715,382164
29743,A woman holding a snow board in one hand and her other arm in the air. ,80494,285462
6303,A black and white photo of a woman asleep on a park bench surrounded by foilage.,98223,10534
9323,a train sitting on a train track next to some trees,55611,119345
18310,a few boats that are floating down some water,44223,473415
15775,A man wearing a tie and a white shirt with glasses.,66388,412586
19419,A polar bear swimming through water in a zoo. ,35572,379836
5838,A brown dog eating food from a dog bowl.,76769,576136
12565,Large signs are suspended from the buildings above the city street. ,96281,241559
13116,Two cows standing and grazing in an open pasture.,7457,396205
19189,A bull and a cow lie in a field.,12025,578493
10295,A blue and yellow colored bird perches on a tree branch.,35351,108982
8491,A yellow white and green train traveling down train tracks.,78993,155736
23816,A dog running across a field with a frisbee in it's mouth.,39074,256657
11400,A small bird is sitting on a green plant leave.,80023,466531
17797,A couple of men standing in front of a horse near  couple of dogs and a tree.,42672,212470
20338,A man doing a kick in the park.,71145,540098
3765,A luxurious bathtub in front of a window with a red carpet and marble walls,8980,58329
11713,Passengers are waiting on a green double decker bus,29043,516185
1336,A dog is standing next to a toilet playing with tissue,76015,170893
9867,A building with a red hand rail sitting next to a street.,83700,297944
16929,A train traveling down train tracks next to a tall building.,81646,396692
17592,a woman is sitting against a wall with a case,16931,384461
14132,Two people that are posing for a picture.,7459,389480
558,"Inside a restroom stall, a rag floats in the toilet water.",56141,69773
6525,a bunch of stuff is on a small table,98007,345245
1598,A small white toilet sitting in a bathroom in a restroom.,62046,552454
24833,A horse pulls a carriage at the beginning of a parade,25739,291305
23381,A man riding skis down a snow covered ski slope.,2135,578849
25602,"A man standing on a skateboard on paved area, near people sitting in chair or on ground cover with boxes and bags, and a truck in background.",34177,227882
10270,there is a very colorful bus coming up the street,50259,96689
21492,A  man guiding a pony with a boy riding on it.,83326,50380
19584,a balding man in a shirt and tie reaches down in front of a young girl,28077,529404
23963,A young man skateboarding while listening to music. ,33124,94619
19000,a rusty flatbed truck sitting by a building,75080,559614
23635,A zebra walking through a field of tall grass,96114,362275
3788,A large air plane smoking and parked in the snow . ,36964,204650
4355,A small bathroom with only a toliet and sink.,59561,530054
14496,The mother and the baby elephant are in the water.,18252,246672
3524,a number of people in a kitchen preparing food ,16781,66231
20478,"Hang time, young man skate boarding down stairs.",86976,235340
5614,A man riding a motorcycle down a road near a forest.,60272,115363
7904,"A street sign for Battery Plaza, and a One Way street sign. ",38845,212675
18174,A cat is lounging on a book shelf.,91503,549410
24342,The food is prepared and ready to be eaten,37169,266370
15558,Yellow umbrellas stand out in a courtyard area near a walk way.,48246,473199
23798,A white plate topped with a cheesy green pizza.,47983,420330
13268,An ambulance and police cars are stopped at the scene of an accident.,6410,25551
6387,"Small bathroom with sink, toilet, and shower/tub combo.",1339,433625
5196,two trains go side by side down a street,43352,71345
5927,A bathroom with a tiled floor and a sink.,36070,422916
12082,an orange train is coming down some tracks,43590,176993
19943,A man standing on a snow covered mountain in a heavy jacket.,89089,129502
22869,A man swinging a bat at a baseball on a field.,35159,390401
1866,"Two men talking to each other on a street corner
",91655,8211
10044,a man and a woman sitting on a bench in front of a building,12875,393075
18325,A desk topped with a bag and other items.,90001,117683
4204,A man riding on the back of a green motorcycle.,62477,43613
29955,a bed room with a bed with a canopy,57106,80066
10473,An orange train engine moves down the track with one train car behind it.,19013,379800
9273,a purple red and white bus a man walking and some buildings,47165,75600
17972,Two parking meters buried in snow with only their fronts showing.,32586,348584
12092,A long train comes down the tracks through the city.,61785,191893
20672,A baseball player has just thrown a pitch.,67040,422640
8678,"2 people take a stroll, as a stop sign looms in the foreground.",31567,477974
12283,Two birds that are standing on rocks near the water.,22299,322894
2522,A woman bathing a baby near a kitchen sink.,86991,55375
23997,A man unloading a basket filled with lots of oranges.,23792,469235
28982,A birthday cake with English and Chinese characters.,10508,556608
12812,A couple of signs that are above a stop sign.,67301,305035
20165,Two men holding skis standing on a ski slope.,84614,165174
25512,A very big pretty horse hooked to a cart by a building.,74936,9520
4663,A white toilet and some tools in a room.,5165,21046
4846,A cat eating food out of a bowl.,78234,230220
10454,a yellow pipe next to a bricked pavement and a bush.,94319,97767
20495,Two men are on horses in the street near other people.,89697,143503
1185,A city with a river in the middle with boats docked,50901,438024
6088,A small bathroom is pictured in this image.,99349,215675
10180,a few big buildings with roads next to them,74120,23019
24259,A person walking in a snowy landscape with ski poles,2654,254164
25321,A man riding a skateboard over some steps.,79638,158583
18237,a parking meter is in front of a vehicle ,74206,123639
10161,An airplane is landing on the runway at the airport.,68890,309530
21928,A close up of a bowl of fruit containing bananas and peaches on a decorative cloth.,10323,198367
27435,A group of people sitting outside of a church,45997,456012
4049,A man riding a bike past a white delivery truck.,26543,353748
8229,Man in hat standing in front of a blue train engine.,61551,527476
27378,A person on a snowboard on a mountain slope.,23876,34508
15467,A parking meter on the side of a street near a window.,77367,74573
2237,Some people sitting at a table eating in a restaurant.,81237,93894
4850,A public restroom in a state of disrepair.,4076,58927
21540,A brown dog on a black couch with a laptop.,17079,197097
18315,A boat tugs a barge behind it through the water.,11894,492196
23308,A young boy riding a skate board on the walkway of a park.,81218,473002
5531,A for of four urinals mounted to a wall.,59728,469810
5801,A woman preparing food while standing in a kitchen.,56451,311902
18928,A couple of brown and white cows standing on a  field of grass.,31966,319469
3097,A person on a skateboard up on a ledge.,55293,554669
5218,Two cats are shown sitting on a toilet.,50099,303099
2955,A bathroom sink and its reflection in the mirror.,77730,492878
11659,A large giraffe is standing in the wilderness.,56283,402559
22061,Two toothbrushes and a tube of toothpaste are in a cup.,91290,153656
24768,Are these black bears fighting or have they found their dinner?,82837,262933
8490,A tall giraffe standing next to a fence under a tree.,28844,44642
28485,a tennis player swinging a racket at a ball,69553,572081
6902,a yellow and brown fire hydrant on the side of the road,96829,427500
19244,We are looking at a large truck parked in a garage.,1978,288591
11477,A car that is sitting next to a rail car.,70161,244421
29880,a white plate and a piece of white cake ,50170,86884
26845,A beautiful little girl sitting next to a little boy sharing a meal.,47361,303893
28013,A man in a white shirt riding on a skateboard.,4699,159898
4042,A display in a doughnut shop filled with doughnuts.,81018,318523
3055,Multiple jet airliners in runway next to an airport at night.,28095,483182
16966,A boy taking a picture of himself in mirror.,78728,492057
19185,A man is playing frisbee by herself on the beach.,55994,61805
9437,A man wearing sunglasses and a black hat.,68809,456559
27209,A couple of women soccer players are on the field.,24324,113037
22962,A cross country skier climbing a mountain on his skis,34972,381416
17464,A gray cat standing on top of a dirt road.,5720,465868
11869,this trains station has a white building in the background,82832,363072
25246,A dead cow corpse laying on top of a beach.,16962,181462
941,A calico cat drinking from a sink faucet.,74099,134096
5858,The view of a bathroom with a wall mounted sink.,74240,138819
26054,A woman on the beach tries to catch a frisbee. ,62982,489125
25257,a small boy in an orange shirt a baseball glove and ball,15869,26907
17796,A small elephant with a seat on it's back.,31839,180925
26942,A bed in a bedroom beneath a flat screen TV.,35371,520781
19593,a boat with some people in it going down the river in front of some high rises ,69740,321085
26656,A radio sitting on a table next to a record player.,84970,168061
12105,a red train is sitting on some tracks ,47875,234928
15643,A closed white case sitting on the ground,67679,501494
10041,A fire hydrant covered up halfway with snow.,43983,356181
12747,Two double decker buses sit parked as tourists walk nearby.,12406,541879
1600,Pictures of Queen Elizbeth the second riding a horse.,14420,137803
820,An airport filled with large passenger jets parked next to each other.,9902,125870
14607,A large elephant laying on top of a rocky field.,23531,505530
9401,A small white bird standing on top of a dirt field.,32248,155087
28858,"A full veggie pizza near a couple of plate of fries, are all ready to be eaten. ",34859,39540
27775,A person riding a surfboard on a wave in the ocean.,2790,439443
27394,"A hotel room complete with a bed, desk and television.",85930,97561
9197,A bus going to crosstown parked on side of road.,82454,122606
4842,The man is holding a teddy bear over the ledge of a bridge.,7016,61233
16812,A cat looking like it is using a laptop ,16673,51008
1306,A cat sitting on a pile of books.,86001,553698
10925,a old bench and a small chair sitting beside it,43039,256403
15030,A crowd of people standing next to each other.,77909,12236
29311,A woman taking a swing at a tennis ball,60337,366569
24311,a slice of bundt cake sits on a white plate,72934,131841
5994,a commercial plane is on the airport runway,37358,360698
27278,A tennis player serving a ball on a court and a separate image of his sneakers and uniform.,90481,202963
6213,A toilet seat sits on top of a hole in the ground.,16195,636
6313,The bathroom is clean and ready to use.,59564,202273
20581,A piece of cake on a plate with some juice by it,52577,301912
18444,a bear walks on a rocky surface ,23404,150812
24079,a man riding a bull through part of  a parking lot ,72789,440329
29963,A man is posing with two young boys holding rackets. ,83882,410638
24221,a close up of a plate of food with broccoli ,29456,433044
14180,A herd of wild animals drinking from a river of slow moving water.,41198,366536
26592,A woman standing with a remote in her hand,61163,465275
3848,A very clean and tidy bathroom sits empty. ,6809,170365
18620,Two cows that are together in a field.,92558,513809
5554,A white toilet sitting under a window next to a chair.,24999,491203
9581,Small bird hanging off the side of a cage bird feeder,41739,235902
28952,A fanciful dressed piece of pizza on a plate.,6619,386841
19051,Cows with horns are sitting down in the open field,84867,69229
26135,a horror themed double tier cake with a bloody knife and an arm reaching into the cake,93920,536274
4701,A motorcycle parked on the side of a road near a city.,16399,498709
21753,A little poodle puppy laying near a newspaper with a look of guilt.,44983,283412
27883,A pizza sitting on top of a pan over a stove.,17843,428812
12552,A man that is in the air with a skateboard.,43196,406070
21319,A baseball player pitching a ball on a field.,99767,538858
12106,there is a old train that is coming up the tracks,93328,150091
7248,A street sign that is on the side of the road.,5078,295683
27309,A white plate topped with pieces of pizza.,33115,360721
17492,A white cat laying inside of a black boot.,85136,167874
4639,The people on the motorcycles are racing on the track,44795,450581
24566,a man is swinging a baseball bat at a game,12408,129945
2937,A group of women in kitchen next to pot.,45636,84241
4311,There are people standing at the top of this building.,21024,175331
737,A sloping street in a small mountain community.,97054,35897
15713,A beach with two boats and a tractor.,42668,465675
2758,A white toilet sitting next to a sink in a bathroom.,7075,512966
1519,We are looking at the floor between the toilet and the wall.,67104,386755
20618,A large white dead polar bear on display in a museum.,25174,192676
19022,A man standing over a white bucket on top of a sandy beach.,74595,488693
23465,A man is standing on top of a snow covered hill.,6058,521692
13197,The black and white locomotive is on the train tracks.,34930,231169
9618,A fire truck near a yellow fire hydrant. ,72547,142207
24453,A young man riding down the side of a skateboard ramp.,8065,422686
2675,Multiple vehicles on a city street near a light.,96219,142257
18785,"An old, run down truck that is rusted and parked in a grassy area.",89518,532773
14147,A cat laying in a chair next to two remote controls.,40997,499226
24607,A statue of Fry form Futurama holding a skateboard.,19506,298316
688,Two men and a dog in a kitchen.,27431,553436
6445,some people on a park bench in a field,85055,406500
16118,A woman in black jacket watching a cat eating from pizza box.,9129,515025
16801,A polar bear keeping cool in the water.,67419,201241
20274,A batch of bannas is siting next to a jar.,25608,535721
2524,Many small airplanes with propellers parked in a stationary position.,43948,385625
12284,A herd of giraffe standing on top of a grass covered field.,46550,47071
2366,A sky view looking at a plane in the sky.,12138,445038
10159,A blue street sign with a cartoon cop warning about drinking and driving.,43605,18058
1532,The four urinals have a very modern design.,41687,270758
25444,A counter topped with lots of fresh vegetables.,70462,500298
16537,A Pooh bear is sitting in a high chair.,51707,417455
24174,A pair of zebra's looking on at the camera in a pin.,97362,210448
676,A row of bicycles parked on the sidewalk.,93183,369190
5516,A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. ,33208,97679
17418,A photo of a young male in a suit jacket and tie.,60959,271997
21708,many skis and snow boards on a snowy surface,58827,381851
17824,A fire truck parked on the side of the road. ,40709,211294
23753,A couple of people on top of a snow covered ski slope.,52985,188417
5335,Various items used for cooking a recipe atop a clean table.,41681,206147
25459,A person standing in front of a plate of food.,97153,380459
26175,a baseball player catches a ball in his glove ,71459,127510
10428,A traffic sign hung upside down on a pole. ,44309,172979
5588,"A kitchen with a stove, table, cabinets, and other items ",29393,108212
8307,A wire fence with a stop sign and trailer in the background.,61073,502279
26234,A deck that has a yellow surfboard and a table with 3 chairs. ,29406,313928
5136,A woman playing  with a toilet seat and putting a normal chair over it.,92199,149780
21002,A guy standing next to a skateboard on a hillside.,80888,195594
490,A kitchen filled with appliances and lots of cupboard space.,54204,519649
15343,A brown bear standing on a rock in forest area.,33327,411436
1192,A modern flatscreen television sits upon a nostalgic console model.,9103,82229
29666,A sandwich with a pickle on a plate. ,99802,161605
21129,A small herd of giraffe standing next to each other.,42848,344860
1410,A man riding a motorcycle with a child on the back of it.,66191,487450
24330,The fresh vegetables are growing in the garden.,23820,50331
21039,A boy running across a field holding a catchers mitt.,39853,258399
19007,A young boy wearing a colorful umbrella hat.,37135,170077
22868,A group of people riding horses down a beach.,84134,452721
17584,A dog on a leash trying to ride a skateboard.,20933,549220
7410,Two giraffe standing on a dirt road next to a jungle,70743,567198
23385,A man in his ski gear is in the deep snow. ,68484,332990
8832,A long bus driving on a city street past a building.,10662,308362
25309,a group of people are moving along a pathway while on skis.,22284,506950
25985,a snow skier doing a trick some snow and trees,7310,337453
